"_raw","_time",action,app,bunit,bytes,"bytes_in","bytes_out",category,"change_type",city,cookie,country,"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",dest,"dest_asset_id","dest_asset_tag","dest_bunit","dest_category","dest_city","dest_country","dest_dns","dest_ip","dest_is_expected","dest_lat","dest_long","dest_mac","dest_nt_host","dest_owner","dest_pci_domain","dest_port","dest_priority","dest_requires_av","dest_service","dest_should_timesync","dest_should_update",dns,duration,enabled,eventtype,"form_data",host,"http_comment","http_content_type","http_method","http_user_agent","ids_type",index,ip,"is_expected",lat,linecount,long,mac,"nt_host",object,"object_category",owner,"pci_domain",priority,product,protocol,"protocol_name",punct,range,"requires_av",server,severity,"should_timesync","should_update",site,source,sourcetype,"splunk_server","splunk_server_group",src,"src_asset_id","src_asset_tag","src_bunit","src_category","src_city","src_country","src_dns","src_ip","src_is_expected","src_lat","src_long","src_mac","src_nt_host","src_owner","src_pci_domain","src_port","src_priority","src_requires_av","src_service","src_should_timesync","src_should_update",status,"status_description",tag,"tag::action","tag::app","tag::dest_requires_av","tag::dest_should_timesync","tag::dest_should_update","tag::eventtype","tag::is_expected","tag::requires_av","tag::should_timesync","tag::should_update","tag::sourcetype","tag::user_category","tag::user_identity_tag","tag::user_watchlist","threat_intel_source","time_taken",timeendpos,timestamp,timestartpos,transport,"uri_path","uri_query",url,user,"user_bunit","user_category","user_email","user_endDate","user_first","user_identity","user_identity_tag","user_last","user_managedBy","user_nick","user_phone","user_phone2","user_prefix","user_priority","user_startDate","user_suffix","user_type","user_watchlist","user_work_city","user_work_country","user_work_lat","user_work_long",vendor,"vendor_product"
"{""timestamp"":""2020-03-02T19:18:08"",""dest_ip"":""90.102.213.207"",""src_port"":""45325"",""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":214,""bytes_out"":2059,""bytes"":2273,""time_taken"":204997,""transport"":""tcp"",""http_method"":""POST"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""49.184.187.156"",""uri_path"":""/cart/additem"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""www.ucm.es"",""http_user_agent"":""Mozilla/4.0 (compatible; MSIE 5.0; Windows NT 5.1; .NET CLR 1.1.4322)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"", ""user"":""agasiewski"" }
","2020-03-02T19:18:08.000+0000",allowed,http,,2273,214,2059,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"90.102.213.207",,,,,,,,"90.102.213.207",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_authentication stream_network_traffic stream_web","c=900002774","127.0.0.1","HTTP/1.1 200 OK","application/json",POST,"Mozilla/4.0 (compatible; MSIE 5.0; Windows NT 5.1; .NET CLR 1.1.4322)",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"www.ucm.es","stream:sample","stream:http","prd-p-wscljqrl7jlq",,"49.184.187.156",,,,,,,,"49.184.187.156",false,,,"00:50:56:94:3A:AF",,,untrust,45325,,false,,false,false,200,,"authentication
communicate
network
web",,,,,,"authentication
communicate
network
web",,,,,,,,,,204997,,"none
2020-03-02T19:18:08",,tcp,"/cart/additem","c=900002774","http://www.ucm.es/cart/additem",agasiewski,,,,,,,,,,,,,,,,,,false,,,,,,
"{""timestamp"":""2020-03-02T19:17:41"",""dest_ip"":""4.86.108.83"",""src_port"":""45136"",""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":8765,""bytes_out"":3000,""bytes"":11765,""time_taken"":204997,""transport"":""tcp"",""http_method"":""POST"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""34.31.219.92"",""uri_path"":""/cd/E19798-01/821-1841/ginpw/"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""www.intragalactiva.com"",""http_user_agent"":""Opera/9.20 (Windows NT 6.0; U; en)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"", ""user"":""aseykoski"" }
","2020-03-02T19:17:41.000+0000",allowed,http,,11765,8765,3000,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"4.86.108.83",,,,,,,,"4.86.108.83",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_authentication stream_network_traffic stream_web","c=900002774","127.0.0.1","HTTP/1.1 200 OK","application/json",POST,"Opera/9.20 (Windows NT 6.0; U; en)",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"www.intragalactiva.com","stream:sample","stream:http","prd-p-wscljqrl7jlq",,"34.31.219.92",,,,,,,,"34.31.219.92",false,,,"00:50:56:94:3A:AF",,,untrust,45136,,false,,false,false,200,,"authentication
communicate
network
web",,,,,,"authentication
communicate
network
web",,,,,,,,,,204997,,"none
2020-03-02T19:17:41",,tcp,"/cd/E19798-01/821-1841/ginpw/","c=900002774","http://www.intragalactiva.com/cd/E19798-01/821-1841/ginpw/",aseykoski,,,,,,,,,,,,,,,,,,false,,,,,,
"{""timestamp"":""2020-03-02T19:17:41    "",""dest_ip"":""144.40.198.213"",""src_port"":23609,""dest_port"":9080,""src_mac"":""00:50:56:93:3C:AA"",""dest_mac"":""00:1B:17:42:01:30"",""bytes_in"":280,""bytes_out"":367,""bytes"":647,""time_taken"":66568,""transport"":""tcp"",""http_method"":""POST"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""17.231.166.30"",""uri_path"":""/help/articles/how-do-i-set-up-a-webpage.html"",""site"":""www.newtimesrocks.com"",""http_user_agent"":""Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}","2020-03-02T19:17:41.000+0000",allowed,http,,647,280,367,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,19,2,17,march,41,monday,2020,local,"144.40.198.213",,,,,,,,"144.40.198.213",false,,,"00:1B:17:42:01:30",,,untrust,9080,,false,,false,false,,66568,,"stream_network_traffic stream_web",,"prd-p-wscljqrl7jlq","HTTP/1.1 200 OK","application/json",POST,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",,main,,,,1,,,,,,,,,,http,,"{"""":""--::____"","""":""..."","""":,"""":,"""":"":::::"","""":"":::",,,"CherryPy/3.1.2 WSGI Server",,,,"www.newtimesrocks.com","stream:sample","stream:http","prd-p-wscljqrl7jlq",,"17.231.166.30",,,,,,,,"17.231.166.30",false,,,"00:50:56:93:3C:AA",,,untrust,23609,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,66568,37,"2020-03-02T19:17:41    ",14,tcp,"/help/articles/how-do-i-set-up-a-webpage.html",,"http://www.newtimesrocks.com:9080/help/articles/how-do-i-set-up-a-webpage.html",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-03-02T19:17:34"",""dest_ip"":""69.232.56.237"",""src_port"":""53779"",""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":8765,""bytes_out"":3000,""bytes"":11765,""time_taken"":204997,""transport"":""tcp"",""http_method"":""POST"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""122.207.4.108"",""uri_path"":""/en/arcgisdesktop/10.0/05700000009000000.htm"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""bietas.ub.uni-bielefeld.de"",""http_user_agent"":""Googlebot/2.1 ( http://www.googlebot.com/bot.html)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"", ""user"":""aseykoski"" }
","2020-03-02T19:17:34.000+0000",allowed,http,,11765,8765,3000,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"69.232.56.237",,,,,,,,"69.232.56.237",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_authentication stream_network_traffic stream_web","c=900002774","127.0.0.1","HTTP/1.1 200 OK","application/json",POST,"Googlebot/2.1 ( http://www.googlebot.com/bot.html)",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"bietas.ub.uni-bielefeld.de","stream:sample","stream:http","prd-p-wscljqrl7jlq",,"122.207.4.108",,,,,,,,"122.207.4.108",false,,,"00:50:56:94:3A:AF",,,untrust,53779,,false,,false,false,200,,"authentication
communicate
network
web",,,,,,"authentication
communicate
network
web",,,,,,,,,,204997,,"none
2020-03-02T19:17:34",,tcp,"/en/arcgisdesktop/10.0/05700000009000000.htm","c=900002774","http://bietas.ub.uni-bielefeld.de/en/arcgisdesktop/10.0/05700000009000000.htm",aseykoski,,,,,,,,,,,,,,,,,,false,,,,,,
"{""timestamp"":""2020-03-02T19:17:33    "",""dest_ip"":""12.215.31.104"",""src_port"":1512,""dest_port"":9080,""src_mac"":""00:50:56:93:3C:AA"",""dest_mac"":""00:1B:17:42:01:30"",""bytes_in"":280,""bytes_out"":367,""bytes"":647,""time_taken"":66568,""transport"":""tcp"",""http_method"":""POST"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""37.245.100.64"",""uri_path"":""/restful-uri-design/"",""site"":""www.netinfoseco.com"",""http_user_agent"":""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}","2020-03-02T19:17:33.000+0000",allowed,http,,647,280,367,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,19,2,17,march,33,monday,2020,local,"12.215.31.104",,,,,,,,"12.215.31.104",false,,,"00:1B:17:42:01:30",,,untrust,9080,,false,,false,false,,66568,,"stream_network_traffic stream_web",,"prd-p-wscljqrl7jlq","HTTP/1.1 200 OK","application/json",POST,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36",,main,,,,1,,,,,,,,,,http,,"{"""":""--::____"","""":""..."","""":,"""":,"""":"":::::"","""":"":::",,,"CherryPy/3.1.2 WSGI Server",,,,"www.netinfoseco.com","stream:sample","stream:http","prd-p-wscljqrl7jlq",,"37.245.100.64",,,,,,,,"37.245.100.64",false,,,"00:50:56:93:3C:AA",,,untrust,1512,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,66568,37,"2020-03-02T19:17:33    ",14,tcp,"/restful-uri-design/",,"http://www.netinfoseco.com:9080/restful-uri-design/",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-03-02T19:17:29"",""dest_ip"":""78.23.147.127"",""src_port"":""65243"",""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":8765,""bytes_out"":3000,""bytes"":11765,""time_taken"":204997,""transport"":""tcp"",""http_method"":""POST"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""188.70.118.79"",""uri_path"":""/reference/android/graphics/Path.html"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""press.epoka.edu.al"",""http_user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10) AppleWebKit/600.1.25 (KHTML, like Gecko) Version/8.0 Safari/600.1.25"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"", ""user"":""aseykoski"" }
","2020-03-02T19:17:29.000+0000",allowed,http,,11765,8765,3000,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"78.23.147.127",,,,,,,,"78.23.147.127",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_authentication stream_network_traffic stream_web","c=900002774","127.0.0.1","HTTP/1.1 200 OK","application/json",POST,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10) AppleWebKit/600.1.25 (KHTML, like Gecko) Version/8.0 Safari/600.1.25",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"press.epoka.edu.al","stream:sample","stream:http","prd-p-wscljqrl7jlq",,"188.70.118.79",,,,,,,,"188.70.118.79",false,,,"00:50:56:94:3A:AF",,,untrust,65243,,false,,false,false,200,,"authentication
communicate
network
web",,,,,,"authentication
communicate
network
web",,,,,,,,,,204997,,"none
2020-03-02T19:17:29",,tcp,"/reference/android/graphics/Path.html","c=900002774","http://press.epoka.edu.al/reference/android/graphics/Path.html",aseykoski,,,,,,,,,,,,,,,,,,false,,,,,,
"{""timestamp"":""2020-03-02T19:16:45"",""dest_ip"":""142.126.147.10"",""src_port"":""54880"",""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":8765,""bytes_out"":3000,""bytes"":11765,""time_taken"":204997,""transport"":""tcp"",""http_method"":""POST"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""123.172.225.160"",""uri_path"":""/articles/absolute-vs-relative-pathslinks/"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""www.ucm.es"",""http_user_agent"":""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; en-GB)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"", ""user"":""aseykoski"" }
","2020-03-02T19:16:45.000+0000",allowed,http,,11765,8765,3000,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"142.126.147.10",,,,,,,,"142.126.147.10",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_authentication stream_network_traffic stream_web","c=900002774","127.0.0.1","HTTP/1.1 200 OK","application/json",POST,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; en-GB)",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"www.ucm.es","stream:sample","stream:http","prd-p-wscljqrl7jlq",,"123.172.225.160",,,,,,,,"123.172.225.160",false,,,"00:50:56:94:3A:AF",,,untrust,54880,,false,,false,false,200,,"authentication
communicate
network
web",,,,,,"authentication
communicate
network
web",,,,,,,,,,204997,,"none
2020-03-02T19:16:45",,tcp,"/articles/absolute-vs-relative-pathslinks/","c=900002774","http://www.ucm.es/articles/absolute-vs-relative-pathslinks/",aseykoski,,,,,,,,,,,,,,,,,,false,,,,,,
"{""timestamp"":""2020-03-02T19:16:27    "",""dest_ip"":""61.30.136.224"",""src_port"":5925,""dest_port"":9080,""src_mac"":""00:50:56:93:3C:AA"",""dest_mac"":""00:1B:17:42:01:30"",""bytes_in"":280,""bytes_out"":367,""bytes"":647,""time_taken"":66568,""transport"":""tcp"",""http_method"":""POST"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""206.193.222.9"",""uri_path"":""/articles/absolute-vs-relative-pathslinks/"",""site"":""bietas.ub.uni-bielefeld.de"",""http_user_agent"":""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}","2020-03-02T19:16:27.000+0000",allowed,http,,647,280,367,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,19,2,16,march,27,monday,2020,local,"61.30.136.224",,,,,,,,"61.30.136.224",false,,,"00:1B:17:42:01:30",,,untrust,9080,,false,,false,false,,66568,,"stream_network_traffic stream_web",,"prd-p-wscljqrl7jlq","HTTP/1.1 200 OK","application/json",POST,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",,main,,,,1,,,,,,,,,,http,,"{"""":""--::____"","""":""..."","""":,"""":,"""":"":::::"","""":"":::",,,"CherryPy/3.1.2 WSGI Server",,,,"bietas.ub.uni-bielefeld.de","stream:sample","stream:http","prd-p-wscljqrl7jlq",,"206.193.222.9",,,,,,,,"206.193.222.9",false,,,"00:50:56:93:3C:AA",,,untrust,5925,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,66568,37,"2020-03-02T19:16:27    ",14,tcp,"/articles/absolute-vs-relative-pathslinks/",,"http://bietas.ub.uni-bielefeld.de:9080/articles/absolute-vs-relative-pathslinks/",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-03-02T19:16:19"",""dest_ip"":""111.38.30.36"",""src_port"":""51895"",""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":8765,""bytes_out"":3000,""bytes"":11765,""time_taken"":204997,""transport"":""tcp"",""http_method"":""POST"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""199.93.219.146"",""uri_path"":""/graphics/image.png"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""www.newtimesrocks.com"",""http_user_agent"":""Mozilla/5.0 (compatible; KoepaBot BETA; http://www.koepa.nl/bot.html)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"", ""user"":""aseykoski"" }
","2020-03-02T19:16:19.000+0000",allowed,http,,11765,8765,3000,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"111.38.30.36",,,,,,,,"111.38.30.36",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_authentication stream_network_traffic stream_web","c=900002774","127.0.0.1","HTTP/1.1 200 OK","application/json",POST,"Mozilla/5.0 (compatible; KoepaBot BETA; http://www.koepa.nl/bot.html)",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"www.newtimesrocks.com","stream:sample","stream:http","prd-p-wscljqrl7jlq",,"199.93.219.146",,,,,,,,"199.93.219.146",false,,,"00:50:56:94:3A:AF",,,untrust,51895,,false,,false,false,200,,"authentication
communicate
network
web",,,,,,"authentication
communicate
network
web",,,,,,,,,,204997,,"none
2020-03-02T19:16:19",,tcp,"/graphics/image.png","c=900002774","http://www.newtimesrocks.com/graphics/image.png",aseykoski,,,,,,,,,,,,,,,,,,false,,,,,,
"{""timestamp"":""2020-03-02T19:16:16"",""dest_ip"":""23.161.14.32"",""src_port"":""41984"",""dest_port"":9080,""src_mac"":""00:50:56:93:3C:AA"",""dest_mac"":""00:1B:17:42:01:30"",""bytes_in"":280,""bytes_out"":367,""bytes"":647,""time_taken"":66568,""transport"":""tcp"",""http_method"":""POST"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""238.248.126.168"",""uri_path"":""/startsession"",""site"":""www.netinfoseco.com"",""http_user_agent"":""msnbot-Products/1.0 (+http://search.msn.com/msnbot.htm)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}
","2020-03-02T19:16:16.000+0000",allowed,http,,647,280,367,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"23.161.14.32",,,,,,,,"23.161.14.32",false,,,"00:1B:17:42:01:30",,,untrust,9080,,false,,false,false,,66568,,"stream_network_traffic stream_web",,"127.0.0.1","HTTP/1.1 200 OK","application/json",POST,"msnbot-Products/1.0 (+http://search.msn.com/msnbot.htm)",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"www.netinfoseco.com","stream:sample","stream:http","prd-p-wscljqrl7jlq",,"238.248.126.168",,,,,,,,"238.248.126.168",false,,,"00:50:56:93:3C:AA",,,untrust,41984,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,66568,,"none
2020-03-02T19:16:16",,tcp,"/startsession",,"http://www.netinfoseco.com:9080/startsession",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-03-02T19:16:08    "",""dest_ip"":""52.188.202.0"",""src_port"":38072,""dest_port"":9080,""src_mac"":""00:50:56:93:3C:AA"",""dest_mac"":""00:1B:17:42:01:30"",""bytes_in"":280,""bytes_out"":367,""bytes"":647,""time_taken"":66568,""transport"":""tcp"",""http_method"":""POST"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""173.235.163.65"",""uri_path"":""/help/articles/how-do-i-set-up-a-webpage.html"",""site"":""www.ucm.es"",""http_user_agent"":""Mozilla/5.0 (X11; U; Linux i686; fr-fr) AppleWebKit/525.1+ (KHTML, like Gecko, Safari/525.1+) midori/1.19"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}","2020-03-02T19:16:08.000+0000",allowed,http,,647,280,367,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,19,2,16,march,8,monday,2020,local,"52.188.202.0",,,,,,,,"52.188.202.0",false,,,"00:1B:17:42:01:30",,,untrust,9080,,false,,false,false,,66568,,"stream_network_traffic stream_web",,"prd-p-wscljqrl7jlq","HTTP/1.1 200 OK","application/json",POST,"Mozilla/5.0 (X11; U; Linux i686; fr-fr) AppleWebKit/525.1+ (KHTML, like Gecko, Safari/525.1+) midori/1.19",,main,,,,1,,,,,,,,,,http,,"{"""":""--::____"","""":""..."","""":,"""":,"""":"":::::"","""":"":::",,,"CherryPy/3.1.2 WSGI Server",,,,"www.ucm.es","stream:sample","stream:http","prd-p-wscljqrl7jlq",,"173.235.163.65",,,,,,,,"173.235.163.65",false,,,"00:50:56:93:3C:AA",,,untrust,38072,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,66568,37,"2020-03-02T19:16:08    ",14,tcp,"/help/articles/how-do-i-set-up-a-webpage.html",,"http://www.ucm.es:9080/help/articles/how-do-i-set-up-a-webpage.html",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-03-02T19:15:46"",""dest_ip"":""40.164.48.240"",""src_port"":""26930"",""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":214,""bytes_out"":2059,""bytes"":2273,""time_taken"":204997,""transport"":""tcp"",""http_method"":""POST"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""166.239.225.105"",""uri_path"":""/help/articles/how-do-i-set-up-a-webpage.html"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""www.intragalactiva.com"",""http_user_agent"":""Mozilla/5.0 (X11; U; Linux i686; fr-fr) AppleWebKit/525.1+ (KHTML, like Gecko, Safari/525.1+) midori/1.19"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"", ""user"":""agasiewski"" }
","2020-03-02T19:15:46.000+0000",allowed,http,,2273,214,2059,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"40.164.48.240",,,,,,,,"40.164.48.240",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_authentication stream_network_traffic stream_web","c=900002774","127.0.0.1","HTTP/1.1 200 OK","application/json",POST,"Mozilla/5.0 (X11; U; Linux i686; fr-fr) AppleWebKit/525.1+ (KHTML, like Gecko, Safari/525.1+) midori/1.19",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"www.intragalactiva.com","stream:sample","stream:http","prd-p-wscljqrl7jlq",,"166.239.225.105",,,,,,,,"166.239.225.105",false,,,"00:50:56:94:3A:AF",,,untrust,26930,,false,,false,false,200,,"authentication
communicate
network
web",,,,,,"authentication
communicate
network
web",,,,,,,,,,204997,,"none
2020-03-02T19:15:46",,tcp,"/help/articles/how-do-i-set-up-a-webpage.html","c=900002774","http://www.intragalactiva.com/help/articles/how-do-i-set-up-a-webpage.html",agasiewski,,,,,,,,,,,,,,,,,,false,,,,,,
