"_raw","_time",action,app,bunit,bytes,"bytes_in","bytes_out",category,"change_type",city,cookie,country,"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",dest,"dest_asset_id","dest_asset_tag","dest_bunit","dest_category","dest_city","dest_country","dest_dns","dest_ip","dest_is_expected","dest_lat","dest_long","dest_mac","dest_nt_host","dest_owner","dest_pci_domain","dest_port","dest_priority","dest_requires_av","dest_service","dest_should_timesync","dest_should_update",dns,duration,enabled,eventtype,"form_data",host,"http_comment","http_content_length","http_content_type","http_method","http_referrer","http_user_agent","ids_type",index,ip,"is_expected",lat,linecount,long,mac,"nt_host",object,"object_category",owner,"pci_domain",priority,product,protocol,"protocol_name",punct,range,"requires_av",server,severity,"should_timesync","should_update",site,source,sourcetype,"splunk_server","splunk_server_group",src,"src_asset_id","src_asset_tag","src_bunit","src_category","src_city","src_country","src_dns","src_ip","src_is_expected","src_lat","src_long","src_mac","src_nt_host","src_owner","src_pci_domain","src_port","src_priority","src_requires_av","src_service","src_should_timesync","src_should_update",status,"status_description",tag,"tag::action","tag::app","tag::dest_requires_av","tag::dest_should_timesync","tag::dest_should_update","tag::eventtype","tag::is_expected","tag::requires_av","tag::should_timesync","tag::should_update","tag::sourcetype","tag::user_category","tag::user_identity_tag","tag::user_watchlist","threat_intel_source","time_taken",timeendpos,timestamp,timestartpos,transport,"uri_path","uri_query",url,user,"user_bunit","user_category","user_email","user_endDate","user_first","user_identity","user_identity_tag","user_last","user_managedBy","user_nick","user_phone","user_phone2","user_prefix","user_priority","user_startDate","user_suffix","user_type","user_watchlist","user_work_city","user_work_country","user_work_lat","user_work_long",vendor,"vendor_product"
"{""timestamp"":""2020-04-29T13:44:57"",""dest_ip"":""127.0.0.1"",""src_port"":58617,""dest_port"":8065,""src_mac"":""00:50:57:92:3D:AB"",""dest_mac"":""00:1C:17:00:01:30"",""bytes_in"":4896,""bytes_out"":1473,""bytes"":6369,""time_taken"":96639,""transport"":""tcp"",""http_method"":""GET"",""http_comment"":""HTTP/1.1 404 Not Found"",""status"":404,""src_ip"":""127.0.0.1"",""uri_path"":""/en-US/static/@231406/js/contrib/require_dev_config.js"",""site"":""sc-db-centos2.sv.splunk.com:8000"",""http_referrer"":""https://sc-db-centos2.sv.splunk.com:8000/en-US/app/SplunkEnterpriseSecuritySuite/incident_review"",""http_user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:32.0) Gecko/20100101 Firefox/32.0"",""http_content_type"":""text/html;charset=utf-8"",""http_content_length"":1284,""server"":""CherryPy/3.1.2"",""cookie"":""session=0454b151-81aa-4a18-8474-572618e071f4""}
","2020-04-29T13:44:57.000+0000",blocked,http,,6369,4896,1473,,,,"session=0454b151-81aa-4a18-8474-572618e071f4",,,,,,,,,,"127.0.0.1",,,,,,,,"127.0.0.1",false,,,"00:1C:17:00:01:30",,,untrust,8065,,false,,false,false,,96639,,"stream_network_traffic stream_web",,"127.0.0.1","HTTP/1.1 404 Not Found",1284,"text/html;charset=utf-8",GET,"https://sc-db-centos2.sv.splunk.com:8000/en-US/app/SplunkEnterpriseSecuritySuite/incident_review","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:32.0) Gecko/20100101 Firefox/32.0",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":,"""":,"""":"":::::"","""":"":::::"",",,,"CherryPy/3.1.2",,,,"sc-db-centos2.sv.splunk.com:8000","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"127.0.0.1",,,,,,,,"127.0.0.1",false,,,"00:50:57:92:3D:AB",,,untrust,58617,,false,,false,false,404,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,96639,,"none
2020-04-29T13:44:57",,tcp,"/en-US/static/@231406/js/contrib/require_dev_config.js",,"http://sc-db-centos2.sv.splunk.com:8000:8065/en-US/static/@231406/js/contrib/require_dev_config.js",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-04-29T13:44:56"",""dest_ip"":""209.1.117.22"",""src_port"":""29079"",""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":214,""bytes_out"":2059,""bytes"":2273,""time_taken"":204997,""transport"":""tcp"",""http_method"":""GET"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""7.194.208.100"",""uri_path"":""/en/arcgisdesktop/10.0/05700000009000000.htm"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""ournals.hipatiapress.com"",""http_user_agent"":""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}
","2020-04-29T13:44:56.000+0000",allowed,http,,2273,214,2059,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"209.1.117.22",,,,,,,,"209.1.117.22",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_network_traffic stream_web","c=900002774","127.0.0.1","HTTP/1.1 200 OK",,"application/json",GET,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"ournals.hipatiapress.com","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"7.194.208.100",,,,,,,,"7.194.208.100",false,,,"00:50:56:94:3A:AF",,,untrust,29079,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,204997,,"none
2020-04-29T13:44:56",,tcp,"/en/arcgisdesktop/10.0/05700000009000000.htm","c=900002774","http://ournals.hipatiapress.com/en/arcgisdesktop/10.0/05700000009000000.htm",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-04-29T13:44:55"",""dest_ip"":""212.45.34.21"",""src_port"":57635,""dest_port"":10001,""src_mac"":""00:50:23:92:3D:AC"",""dest_mac"":""00:2A:17:00:01:30"",""bytes_in"":146,""bytes_out"":336,""bytes"":482,""time_taken"":2112249,""transport"":""tcp"",""http_method"":""GET"",""http_comment"":""HTTP/1.1 500 Internal Server Error"",""status"":500,""src_ip"":""127.0.0.1"",""uri_path"":""/startsession"",""site"":""localhost:10001"",""http_user_agent"":""Python-httplib2/0.7.0 (gzip)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server""}
","2020-04-29T13:44:55.000+0000",blocked,http,,482,146,336,,,,,,,,,,,,,,"212.45.34.21",,,,,,,,"212.45.34.21",false,,,"00:2A:17:00:01:30",,,untrust,10001,,false,,false,false,,2112249,,"err0r nix_errors stream_network_traffic stream_web",,"127.0.0.1","HTTP/1.1 500 Internal Server Error",,"application/json",GET,,"Python-httplib2/0.7.0 (gzip)",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":,"""":,"""":"":::::"","""":"":::::"",",,,"CherryPy/3.1.2 WSGI Server",,,,"localhost:10001","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"127.0.0.1",,,,,,,,"127.0.0.1",false,,,"00:50:23:92:3D:AC",,,untrust,57635,,false,,false,false,500,,"communicate
error
network
web",,,,,,"communicate
error
network
web",,,,,,,,,,2112249,,"none
2020-04-29T13:44:55",,tcp,"/startsession",,"http://localhost:10001:10001/startsession",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-04-29T13:44:54"",""dest_ip"":""204.62.89.29"",""src_port"":""64977"",""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":214,""bytes_out"":2059,""bytes"":2273,""time_taken"":204997,""transport"":""tcp"",""http_method"":""GET"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""139.34.229.78"",""uri_path"":""/restful-uri-design/"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""bietas.ub.uni-bielefeld.de"",""http_user_agent"":""Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}
","2020-04-29T13:44:54.000+0000",allowed,http,,2273,214,2059,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"204.62.89.29",,,,,,,,"204.62.89.29",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_network_traffic stream_web","c=900002774","127.0.0.1","HTTP/1.1 200 OK",,"application/json",GET,,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"bietas.ub.uni-bielefeld.de","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"139.34.229.78",,,,,,,,"139.34.229.78",false,,,"00:50:56:94:3A:AF",,,untrust,64977,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,204997,,"none
2020-04-29T13:44:54",,tcp,"/restful-uri-design/","c=900002774","http://bietas.ub.uni-bielefeld.de/restful-uri-design/",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-04-29T13:44:53"",""dest_ip"":""252.148.64.100"",""src_port"":""26119"",""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":214,""bytes_out"":2059,""bytes"":2273,""time_taken"":204997,""transport"":""tcp"",""http_method"":""GET"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""241.84.176.111"",""uri_path"":""/projects/paths.html"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""ournals.hipatiapress.com"",""http_user_agent"":""Googlebot/2.1 ( http://www.googlebot.com/bot.html)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}
","2020-04-29T13:44:53.000+0000",allowed,http,,2273,214,2059,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"252.148.64.100",,,,,,,,"252.148.64.100",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_network_traffic stream_web","c=900002774","127.0.0.1","HTTP/1.1 200 OK",,"application/json",GET,,"Googlebot/2.1 ( http://www.googlebot.com/bot.html)",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"ournals.hipatiapress.com","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"241.84.176.111",,,,,,,,"241.84.176.111",false,,,"00:50:56:94:3A:AF",,,untrust,26119,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,204997,,"none
2020-04-29T13:44:53",,tcp,"/projects/paths.html","c=900002774","http://ournals.hipatiapress.com/projects/paths.html",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-04-29T13:44:52"",""dest_ip"":""10.245.39.38"",""src_port"":""9713"",""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":214,""bytes_out"":2059,""bytes"":2273,""time_taken"":204997,""transport"":""tcp"",""http_method"":""GET"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""41.6.213.213"",""uri_path"":""/articles/absolute-vs-relative-pathslinks/"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""www.newtimesrocks.com"",""http_user_agent"":""Mozilla/4.0 (compatible; MSIE 5.0; Windows NT 5.1; .NET CLR 1.1.4322)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}
","2020-04-29T13:44:52.000+0000",allowed,http,,2273,214,2059,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"10.245.39.38",,,,,,,,"10.245.39.38",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_network_traffic stream_web","c=900002774","127.0.0.1","HTTP/1.1 200 OK",,"application/json",GET,,"Mozilla/4.0 (compatible; MSIE 5.0; Windows NT 5.1; .NET CLR 1.1.4322)",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"www.newtimesrocks.com","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"41.6.213.213",,,,,,,,"41.6.213.213",false,,,"00:50:56:94:3A:AF",,,untrust,9713,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,204997,,"none
2020-04-29T13:44:52",,tcp,"/articles/absolute-vs-relative-pathslinks/","c=900002774","http://www.newtimesrocks.com/articles/absolute-vs-relative-pathslinks/",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-04-29T13:44:49"",""dest_ip"":""94.241.63.204"",""src_port"":""28171"",""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":214,""bytes_out"":2059,""bytes"":2273,""time_taken"":204997,""transport"":""tcp"",""http_method"":""POST"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""68.36.220.245"",""uri_path"":""/articles/absolute-vs-relative-pathslinks/"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""www.intragalactiva.com"",""http_user_agent"":""Mozilla/5.0 (compatible; KoepaBot BETA; http://www.koepa.nl/bot.html)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"", ""user"":""agasiewski"" }
","2020-04-29T13:44:49.000+0000",allowed,http,,2273,214,2059,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"94.241.63.204",,,,,,,,"94.241.63.204",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_authentication stream_network_traffic stream_web","c=900002774","127.0.0.1","HTTP/1.1 200 OK",,"application/json",POST,,"Mozilla/5.0 (compatible; KoepaBot BETA; http://www.koepa.nl/bot.html)",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"www.intragalactiva.com","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"68.36.220.245",,,,,,,,"68.36.220.245",false,,,"00:50:56:94:3A:AF",,,untrust,28171,,false,,false,false,200,,"authentication
communicate
network
web",,,,,,"authentication
communicate
network
web",,,,,,,,,,204997,,"none
2020-04-29T13:44:49",,tcp,"/articles/absolute-vs-relative-pathslinks/","c=900002774","http://www.intragalactiva.com/articles/absolute-vs-relative-pathslinks/",agasiewski,,,,,,,,,,,,,,,,,,false,,,,,,
"{""timestamp"":""2020-04-29T13:44:37    "",""dest_ip"":""238.20.90.19"",""src_port"":44243,""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":214,""bytes_out"":2059,""bytes"":2273,""time_taken"":204997,""transport"":""tcp"",""http_method"":""GET"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""6.110.180.49"",""uri_path"":"""",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""ournals.hipatiapress.com"",""http_user_agent"":""Python-httplib2/0.7.0 (gzip)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}","2020-04-29T13:44:37.000+0000",allowed,http,,2273,214,2059,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,13,29,44,april,37,wednesday,2020,local,"238.20.90.19",,,,,,,,"238.20.90.19",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_network_traffic stream_web","c=900002774","prd-p-vlsz2bsdkqf8","HTTP/1.1 200 OK",,"application/json",GET,,"Python-httplib2/0.7.0 (gzip)",,main,,,,1,,,,,,,,,,http,,"{"""":""--::____"","""":""..."","""":,"""":,"""":"":::::"","""":"":::",,,"CherryPy/3.1.2 WSGI Server",,,,"ournals.hipatiapress.com","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"6.110.180.49",,,,,,,,"6.110.180.49",false,,,"00:50:56:94:3A:AF",,,untrust,44243,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,204997,37,"2020-04-29T13:44:37    ",14,tcp,"","c=900002774","http://ournals.hipatiapress.com",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-04-29T13:44:35"",""dest_ip"":""0.199.242.147"",""src_port"":""3154"",""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":214,""bytes_out"":2059,""bytes"":2273,""time_taken"":204997,""transport"":""tcp"",""http_method"":""GET"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""204.99.219.218"",""uri_path"":"""",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""cemi.socionet.ru"",""http_user_agent"":""Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}
","2020-04-29T13:44:35.000+0000",allowed,http,,2273,214,2059,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"0.199.242.147",,,,,,,,"0.199.242.147",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_network_traffic stream_web","c=900002774","127.0.0.1","HTTP/1.1 200 OK",,"application/json",GET,,"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"cemi.socionet.ru","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"204.99.219.218",,,,,,,,"204.99.219.218",false,,,"00:50:56:94:3A:AF",,,untrust,3154,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,204997,,"none
2020-04-29T13:44:35",,tcp,"","c=900002774","http://cemi.socionet.ru",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-04-29T13:44:34    "",""dest_ip"":""245.137.239.199"",""src_port"":50708,""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":214,""bytes_out"":2059,""bytes"":2273,""time_taken"":204997,""transport"":""tcp"",""http_method"":""GET"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""130.48.62.53"",""uri_path"":"""",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""bietas.ub.uni-bielefeld.de"",""http_user_agent"":""Opera/9.20 (Windows NT 6.0; U; en)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}","2020-04-29T13:44:34.000+0000",allowed,http,,2273,214,2059,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,13,29,44,april,34,wednesday,2020,local,"245.137.239.199",,,,,,,,"245.137.239.199",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_network_traffic stream_web","c=900002774","prd-p-vlsz2bsdkqf8","HTTP/1.1 200 OK",,"application/json",GET,,"Opera/9.20 (Windows NT 6.0; U; en)",,main,,,,1,,,,,,,,,,http,,"{"""":""--::____"","""":""..."","""":,"""":,"""":"":::::"","""":"":::",,,"CherryPy/3.1.2 WSGI Server",,,,"bietas.ub.uni-bielefeld.de","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"130.48.62.53",,,,,,,,"130.48.62.53",false,,,"00:50:56:94:3A:AF",,,untrust,50708,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,204997,37,"2020-04-29T13:44:34    ",14,tcp,"","c=900002774","http://bietas.ub.uni-bielefeld.de",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-04-29T13:44:33"",""dest_ip"":""2.117.120.143"",""src_port"":""17569"",""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":214,""bytes_out"":2059,""bytes"":2273,""time_taken"":204997,""transport"":""tcp"",""http_method"":""GET"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""124.53.235.163"",""uri_path"":""/reference/android/graphics/Path.html"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""press.epoka.edu.al"",""http_user_agent"":""Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}
","2020-04-29T13:44:33.000+0000",allowed,http,,2273,214,2059,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"2.117.120.143",,,,,,,,"2.117.120.143",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_network_traffic stream_web","c=900002774","127.0.0.1","HTTP/1.1 200 OK",,"application/json",GET,,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"press.epoka.edu.al","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"124.53.235.163",,,,,,,,"124.53.235.163",false,,,"00:50:56:94:3A:AF",,,untrust,17569,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,204997,,"none
2020-04-29T13:44:33",,tcp,"/reference/android/graphics/Path.html","c=900002774","http://press.epoka.edu.al/reference/android/graphics/Path.html",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-04-29T13:44:32"",""dest_ip"":""73.148.190.163"",""src_port"":""22245"",""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":8765,""bytes_out"":3000,""bytes"":11765,""time_taken"":204997,""transport"":""tcp"",""http_method"":""POST"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""8.111.53.133"",""uri_path"":""/restful-uri-design/"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""www.ucm.es"",""http_user_agent"":""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"", ""user"":""aseykoski"" }
","2020-04-29T13:44:32.000+0000",allowed,http,,11765,8765,3000,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"73.148.190.163",,,,,,,,"73.148.190.163",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_authentication stream_network_traffic stream_web","c=900002774","127.0.0.1","HTTP/1.1 200 OK",,"application/json",POST,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"www.ucm.es","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"8.111.53.133",,,,,,,,"8.111.53.133",false,,,"00:50:56:94:3A:AF",,,untrust,22245,,false,,false,false,200,,"authentication
communicate
network
web",,,,,,"authentication
communicate
network
web",,,,,,,,,,204997,,"none
2020-04-29T13:44:32",,tcp,"/restful-uri-design/","c=900002774","http://www.ucm.es/restful-uri-design/",aseykoski,,,,,,,,,,,,,,,,,,false,,,,,,
